time,rr,tg,tn,tx,pp,hu,fg,qq,et
1994-06-19,0.0,10.23,4.22,14.94,992.3,58.71,1.5999999,186.0,2.3545144
1994-06-20,0.0,7.6499996,5.18,12.349999,1001.10004,79.92,3.0,163.0,1.9097036
1994-06-21,0.0,10.29,1.89,17.71,1002.5,57.755,2.37,167.0,2.1078622
1994-06-22,0.8,10.28,9.38,15.809999,993.4,84.615,3.8899999,144.0,1.8244115
1994-06-23,1.2,9.809999,6.85,13.41,998.3,88.3,1.31,155.0,1.9346057
1994-06-24,1.0,6.8999996,5.17,10.13,1008.3,78.965004,4.25,107.0,1.2210422
1994-06-25,0.0,6.89,4.21,10.219999,1006.8,69.275,5.06,122.0,1.392812
1994-06-26,0.0,7.48,2.83,12.55,1002.2,64.62,1.5999999,180.0,2.097018
1994-06-27,0.0,6.83,5.2799997,10.42,1003.0,73.695,3.74,181.0,2.0664191
1994-06-28,0.0,5.65,1.52,11.67,1010.8,78.75,2.53,158.0,1.730859
1994-06-29,2.3,10.139999,2.3899999,18.67,1010.2,71.72,1.11,205.0,2.5682125
1994-06-30,0.0,11.75,9.809999,15.69,997.2,71.85,8.38,136.0,1.7876061
1994-07-01,0.0,7.8199997,5.06,11.16,1012.2,70.645004,3.3999999,180.0,2.1083918
1994-07-02,0.6,7.6099997,6.04,13.04,1015.5,81.245,3.01,211.0,2.4520874
1994-07-03,0.0,6.71,4.79,10.099999,1024.1,70.815,4.21,202.0,2.2738495
1994-07-04,0.0,9.33,-0.26999998,15.95,1025.7001,58.465,1.48,267.0,3.2477667
1994-07-05,0.0,13.9,7.3199997,21.42,1017.9,56.305,1.67,298.0,4.0939174
1994-07-06,0.0,9.92,6.77,16.59,1019.4,68.135,2.9099998,262.0,3.2492363
1994-07-07,0.0,10.34,4.0299997,15.63,1015.2,63.705,2.0,284.0,3.5694518
1994-07-08,0.0,7.5699997,5.52,12.84,1011.9,81.075005,4.46,244.0,2.8370593
1994-07-09,0.0,8.22,5.12,11.42,1012.7,73.36,3.6699998,201.0,2.3819258
1994-07-10,0.0,9.09,3.29,14.13,1013.2,67.865,0.90999997,180.0,2.1870012
1994-07-11,3.3,9.01,7.5899997,12.4,1014.60004,88.9,2.24,53.0,0.64207006
1994-07-12,0.0,12.46,6.8599997,16.67,1021.8,65.32,1.49,147.0,1.9470937
1994-07-13,3.9,13.57,9.25,21.43,1018.10004,83.155,1.9799999,120.0,1.6355876
1994-07-14,0.0,12.49,7.3999996,18.35,1022.4,68.545,1.48,203.0,2.6902034
1994-07-15,1.0,16.52,7.54,27.289999,1012.3,71.89,3.46,188.0,2.7436104
1994-07-16,2.4,10.08,8.5199995,20.9,1012.5,92.125,2.6399999,101.0,1.2619541
1994-07-17,0.0,8.67,7.23,10.58,1017.9,78.43,3.1499999,115.0,1.3774974
1994-07-18,0.0,9.33,6.77,11.889999,1020.8,81.765,2.1399999,178.0,2.1699781
1994-07-19,0.0,9.61,6.52,13.29,1020.5,81.605,1.77,122.0,1.4992682
1994-07-20,0.0,9.3,6.19,12.849999,1020.0,86.590004,1.4499999,165.0,2.0105157
1994-07-21,0.0,11.759999,6.08,16.96,1020.60004,77.97,1.18,175.0,2.2783048
1994-07-22,0.0,15.969999,8.059999,23.72,1015.10004,62.445,1.5,186.0,2.6801157
1994-07-23,1.9,10.91,8.95,20.56,1016.2,81.925,2.07,159.0,2.028319
1994-07-24,3.6000001,8.88,6.58,12.91,1016.10004,75.975,3.47,190.0,2.2916172
1994-07-25,0.0,9.74,6.83,13.21,1018.2,84.67,1.31,176.0,2.172981
1994-07-26,0.0,11.92,7.0,18.55,1012.0,78.635,0.81,121.0,1.5874363
1994-07-27,10.6,14.07,11.0199995,18.9,1012.0,79.945,2.59,117.0,1.6174579
1994-07-28,1.9,11.759999,10.139999,15.45,1013.0,88.38,2.06,141.0,1.8415139
1994-07-29,0.0,11.63,4.49,19.359999,1017.3,72.285,2.03,192.0,2.4947188
1994-07-30,0.0,13.5199995,6.99,19.41,1018.2,72.055,1.4599999,201.0,2.7362316
1994-07-31,0.0,15.37,9.03,22.289999,1019.9,68.325005,1.1899999,243.0,3.449737
1994-08-01,0.0,18.64,11.05,26.039999,1019.4,52.8,2.3,241.0,3.6617794
1994-08-02,0.0,18.449999,11.01,24.59,1016.60004,52.9,2.6799998,224.0,3.3941088
1994-08-03,0.0,17.83,13.82,24.769999,1015.60004,55.86,2.25,180.0,2.6952183
1994-08-04,1.1,13.98,12.04,19.029999,1018.60004,78.125,1.42,123.0,1.6924903
1994-08-05,1.4,14.219999,8.099999,20.38,1011.10004,76.93,2.25,131.0,1.8179494
1994-08-06,0.0,11.87,9.25,18.05,1006.60004,86.72,2.53,94.0,1.2344328
1994-08-07,0.0,7.64,4.0499997,10.66,1014.10004,63.485,3.25,138.0,1.6062632
1994-08-08,0.0,10.349999,8.49,12.9,1014.5,78.535,3.06,176.0,2.213335
1994-08-09,0.0,9.09,4.88,11.8,1012.2,80.595,6.54,137.0,1.6653128
1994-08-10,0.0,8.16,6.2799997,11.96,1014.4,66.765,3.4399998,170.0,2.009393
1994-08-11,0.0,9.87,0.96,16.94,1013.7,65.125,2.51,221.0,2.7439373
1994-08-12,0.0,12.58,5.95,20.42,1007.3,76.685,2.1699998,183.0,2.445619
1994-08-13,2.6000001,9.9,8.38,12.54,1005.3,92.44616,2.53,162.0,2.0206242
1994-08-14,0.0,8.9,7.8399997,10.55,1007.7,92.340004,3.08,70.0,0.84804016
1994-08-15,1.1,6.54,4.08,9.5,1014.4,77.915,2.76,158.0,1.777556
1994-08-16,0.0,6.67,3.57,9.63,1019.0,78.31,1.5699999,144.0,1.6229886
1994-08-17,0.0,7.6499996,1.28,14.009999,1016.5,73.64,2.18,154.0,1.79098
1994-08-18,0.0,10.67,3.49,15.69,1011.5,70.23,3.55,144.0,1.8289787
1994-08-19,0.0,12.12,7.45,16.789999,1009.7,71.895004,3.3,185.0,2.4417262
1994-08-20,0.0,10.66,6.0,16.63,1012.2,70.865,3.1,127.0,1.6121349
1994-08-21,0.0,10.639999,5.81,14.94,1015.3,55.24,3.22,158.0,2.001873
1994-08-22,2.0,10.3,5.7599998,15.11,1020.60004,65.65,2.01,116.0,1.4529127
1994-08-23,3.2,9.7,7.99,12.61,1022.5,87.37,2.09,135.0,1.6617203
1994-08-24,1.5,8.429999,4.5,12.38,1018.7,84.385,2.18,116.0,1.3792717
1994-08-25,0.0,8.66,3.37,14.469999,1015.2,85.23158,1.5999999,106.0,1.2709126
1994-08-26,0.0,9.059999,3.4199998,13.389999,1010.0,83.32,2.6799998,147.0,1.7871435
1994-08-27,5.4,10.59,6.49,15.62,999.0,78.090004,2.61,83.0,1.0577142
1994-08-28,2.6000001,8.95,8.05,11.5,989.8,90.32105,2.2,96.0,1.1743752
1994-08-29,4.6,6.48,4.89,9.62,991.9,87.0,3.05,88.0,0.9993124
1994-08-30,1.1,2.56,0.98999995,5.24,998.2,78.355,3.29,62.0,0.6150872
1994-08-31,2.4,3.78,0.53,7.69,1008.4,83.62,3.1599998,123.0,1.2670206
1994-09-01,0.0,7.2999997,5.2,10.21,1020.2,83.55,2.86,136.0,1.5621293
1994-09-02,0.0,6.71,2.76,10.59,1024.8,82.895004,1.5699999,113.0,1.2715687
1994-09-03,0.0,6.97,0.94,13.38,1022.7,77.22,0.90999997,165.0,1.873769
1994-09-04,0.0,8.72,2.5,14.54,1016.10004,78.485,1.0,156.0,1.8728731
1994-09-05,0.0,7.21,1.67,13.349999,1009.9,78.165,1.75,140.0,1.6116676
1994-09-06,0.0,8.139999,1.38,13.63,1011.2,78.04,1.64,80.0,0.94646484
1994-09-07,0.0,6.22,2.6,10.44,1015.2,90.535,4.15,104.0,1.1577916
1994-09-08,0.0,5.38,3.27,8.59,1018.60004,69.36,2.98,123.0,1.3303007
1994-09-09,0.0,4.04,-1.87,7.3999996,1018.0,77.6,3.3999999,87.0,0.8996595
1994-09-10,0.0,4.13,1.1999999,6.73,1004.0,91.285,3.75,48.0,0.5016311
1994-09-11,2.3,8.4,1.31,14.94,994.4,68.36,1.9699999,69.0,0.8291046
1994-09-12,1.2,6.1299996,4.0099998,9.75,998.4,83.995,2.23,77.0,0.8620086
1994-09-13,0.0,2.6,-2.25,7.3799996,1004.2,83.54,1.8399999,86.0,0.8515586
1994-09-14,0.0,3.1,-0.45999998,6.16,1010.8,86.54,1.67,79.0,0.7935096
1994-09-15,0.0,2.79,-2.57,7.72,1016.4,83.535,2.1699998,110.0,1.0893133
1994-09-16,0.0,0.06,-3.6499999,4.8199997,1011.3,90.915794,1.8499999,71.0,0.6359458
1994-09-17,0.0,1.6999999,-3.05,6.21,1016.3,73.07,2.61,81.0,0.7706296
1994-09-18,0.0,2.6299999,-4.13,7.5,1021.10004,75.415,2.84,88.0,0.86416847
1994-09-19,0.0,4.7599998,2.45,8.36,1017.5,80.395004,1.66,74.0,0.78444976
1994-09-20,0.0,1.91,-2.02,6.7599998,1018.5,80.380005,1.75,89.0,0.85235476
1994-09-21,0.0,2.87,-3.6499999,7.7,1012.2,80.685005,1.66,63.0,0.6271299
1994-09-22,0.0,7.99,4.13,12.309999,1001.0,73.525,3.59,35.0,0.41424662
1994-09-23,0.0,5.49,3.61,8.25,1005.3,75.39,4.5,59.0,0.64479077
1994-09-24,1.6,4.6,1.3299999,8.51,997.0,78.445,4.16,63.0,0.6714503
1994-09-25,0.0,2.47,0.29,5.18,1007.5,80.47,2.8899999,61.0,0.60006475
1994-09-26,0.0,1.18,-2.81,4.42,1008.4,64.62,2.9399998,73.0,0.6840918
1994-09-27,4.1,2.78,1.4599999,5.74,990.9,88.79,3.87,38.0,0.3815357
1994-09-28,4.3,1.92,0.19999999,3.46,984.9,91.350006,1.65,36.0,0.35155982
1994-09-29,2.0,2.8999999,1.54,4.46,991.5,82.165,2.11,45.0,0.4536039
1994-09-30,0.90000004,2.02,0.71,3.76,1000.3,81.105,1.55,41.0,0.3983436
1994-10-01,0.0,-0.61,-1.43,1.04,999.5,68.665,3.78,44.0,0.3864282
1994-10-02,0.0,-1.8499999,-4.52,1.5699999,997.60004,65.92,3.74,77.0,0.64336234
1994-10-03,0.0,-3.4199998,-5.2599998,0.35,993.2,65.215004,3.98,71.0,0.55604184
1994-10-04,2.0,-2.35,-6.8999996,0.45,987.0,74.665,2.71,32.0,0.26355016
1994-10-05,1.9,-0.48,-3.05,0.61,1001.10004,74.450005,6.46,48.0,0.42335775
1994-10-06,0.0,4.23,-1.49,7.16,988.9,73.96,2.58,12.0,0.12685733
1994-10-07,6.2000003,5.21,3.48,7.97,985.10004,78.78,7.45,47.0,0.5143361
1994-10-08,0.0,2.07,0.35,6.91,1006.2,82.55,3.01,37.0,0.35894206
1994-10-09,0.0,4.63,-0.35999998,7.77,1011.10004,75.855,2.58,13.0,0.1376666
1994-10-10,0.0,4.77,1.0,8.599999,1018.8,68.035,1.88,56.0,0.59343547
1994-10-11,0.0,6.39,3.73,8.8,1000.5,68.63,2.47,20.0,0.22550398
1994-10-12,0.0,0.34,-1.4699999,4.8199997,997.0,70.585,6.85,19.0,0.1735359
1994-10-13,2.7,-1.6899999,-2.69,-0.16,1002.9,68.96,4.7599998,30.0,0.25151083
1994-10-14,3.0,-2.1499999,-3.49,0.68,998.4,81.130005,4.95,21.0,0.17316788
1994-10-15,2.6000001,-3.85,-4.96,-1.5899999,1007.0,68.57,5.29,25.0,0.19035122
1994-10-16,0.0,-2.6,-5.0899997,-0.90999997,1004.60004,70.880005,7.22,34.0,0.27394205
1994-10-17,1.9,-1.76,-3.24,-0.39999998,1006.3,85.22222,2.6299999,24.0,0.20019388
1994-10-18,0.0,-2.9399998,-3.78,-1.52,1015.3,87.21,2.1299999,21.0,0.16558512
1994-10-19,0.0,-5.06,-7.2,-2.22,1026.0,84.12,1.74,21.0,0.14937554
1994-10-20,0.0,-1.35,-8.929999,3.51,1015.7,80.37,2.97,7.0,0.059054162
1994-10-21,0.0,3.78,2.78,4.97,1011.10004,88.97,3.03,4.0,0.04114412
1994-10-22,0.0,2.3999999,-0.21,4.43,1002.2,89.965004,1.26,8.0,0.07873021
1994-10-23,0.0,-0.21,-2.6699998,2.35,999.8,73.03,2.76,5.0,0.04461347
1994-10-24,0.0,-2.27,-4.7799997,0.14999999,997.8,91.96001,3.6299999,5.0,0.041036382
1994-10-25,1.0,0.65999997,-3.59,1.9699999,1000.0,93.91539,0.77,5.0,0.046156134
1994-10-26,0.6,0.66999996,-0.049999997,1.6899999,1004.7,87.942696,0.68,5.0,0.04604649
1994-10-27,0.0,0.38,-0.56,1.35,1005.5,81.97,4.2999997,3.0,0.027305175
1994-10-28,2.3,-0.51,-1.27,0.88,1005.8,76.865,2.9299998,9.0,0.07905844
1994-10-29,0.0,-1.4399999,-1.79,-0.59999996,1006.2,70.06,5.04,3.0,0.025362572
1994-10-30,0.0,-4.11,-5.25,-1.3299999,1008.10004,83.065,6.29,11.0,0.08271869
1994-10-31,0.0,-7.7599998,-10.639999,-3.8,1007.4,83.375,2.0,11.0,0.069497705
1994-11-01,0.0,-10.44,-12.969999,-6.0699997,1004.7,79.965004,2.0,6.0,0.033012792
1994-11-02,0.0,-9.7,-13.95,-6.47,1014.8,83.81,2.2,4.0,0.022730934
1994-11-03,0.0,-6.99,-9.09,-4.18,1026.8,67.395004,3.52,2.0,0.012954663
1994-11-04,2.6000001,-5.58,-9.82,-4.29,1018.4,85.97,1.35,6.0,0.041856967
1994-11-05,3.8,2.6399999,-4.71,6.42,999.9,75.615,2.9399998,7.0,0.06957987
1994-11-06,0.0,-2.25,-5.35,5.6299996,1019.3,70.0,1.25,3.0,0.024310986
1994-11-07,0.0,-8.08,-11.29,-2.71,1019.7,75.995,3.6899998,3.0,0.018486395
1994-11-08,0.0,-10.66,-12.87,-8.12,1019.5,75.215004,4.0,4.0,0.021507444
1994-11-09,0.0,-7.81,-11.5199995,-6.1,1019.0,79.24,2.32,5.0,0.03125214
1994-11-10,0.0,-11.759999,-12.99,-8.17,1027.9,76.01,4.3399997,6.0,0.030158095
1994-11-11,0.0,-5.23,-11.809999,-2.79,1027.2001,75.785,3.5,2.0,0.0141017735
1994-11-12,0.0,-1.06,-3.58,-0.22999999,1019.0,74.595,6.25,2.0,0.017042013
1994-11-13,0.0,-4.47,-7.8199997,0.31,1014.7,86.1,1.65,3.0,0.022096107
1994-11-14,1.4,-8.95,-13.58,-6.12,989.7,88.515,2.62,3.0,0.018064559
1994-11-15,2.2,-7.73,-10.84,-7.14,980.7,92.89474,1.16,2.0,0.012899923
1994-11-16,0.8,-7.24,-9.07,-5.6299996,991.5,90.1,2.44,2.0,0.013116011
1994-11-17,0.6,-3.9399998,-11.12,-1.8199999,991.10004,81.045,2.75,1.0,0.007663287
1994-11-18,0.90000004,-4.17,-5.94,-2.9399998,999.60004,74.71,5.46,2.0,0.015083464
1994-11-19,0.0,-4.35,-5.67,-2.4099998,1001.5,87.66,1.61,1.0,0.007470957
1994-11-20,0.0,-6.72,-9.7,-4.42,988.2,92.73158,0.74,1.0,0.0067432467
1994-11-21,1.3000001,-3.06,-7.7,0.71,986.60004,89.16,1.8399999,1.0,0.007990381
1994-11-22,0.8,0.68,-1.4,3.82,989.4,82.045,2.07,0.8333333,0.0077469884
1994-11-23,0.6,0.24,-1.05,3.5,987.0,79.125,2.34,0.6666667,0.006101642
1994-11-24,0.6,-1.3299999,-2.71,0.32999998,989.7,80.39,2.59,0.5,0.0042901365
1994-11-25,0.5,-1.53,-2.75,0.32,1008.4,78.62,3.47,0.33333334,0.0028037007
1994-11-26,4.8,0.53,-2.33,2.72,1001.2,72.85,5.5299997,0.16666667,0.0015297282
1994-11-27,3.2,3.09,-0.35999998,6.54,987.8,72.235,6.62,0.0,0.0
1994-11-28,0.0,-0.35999998,-1.9,1.88,984.3,84.095,5.2,0.037037037,0.0003316082
1994-11-29,0.0,-2.4199998,-3.86,-0.19,1011.5,69.82,5.9,0.074074075,0.0005988385
1994-11-30,0.0,-4.08,-5.97,-2.27,1019.0,77.495,2.08,0.11111111,0.0008307191
1994-12-01,0.8,1.9399999,-4.46,6.99,1010.0,77.9,2.04,0.14814815,0.0014272392
1994-12-02,3.7,0.03,-2.6299999,4.25,1022.2,88.41,1.3199999,0.18518518,0.0016460563
1994-12-03,0.0,-2.18,-5.4,4.73,1016.7,78.875,1.4499999,0.22222222,0.0018091595
1994-12-04,1.1,-10.96,-13.7,-5.29,1004.0,72.345,1.53,0.25925925,0.0013872829
1994-12-05,0.0,-5.2999997,-14.74,-0.79999995,1004.3,81.44,2.95,0.2962963,0.0021145788
1994-12-06,0.0,-6.22,-10.98,-0.83,1006.10004,84.15,2.3999999,0.33333334,0.0022742637
1994-12-07,0.0,-11.07,-14.04,-6.24,1009.5,93.11579,2.34,0.37037036,0.0019616957
1994-12-08,0.0,0.25,-10.36,2.96,1001.5,65.590004,5.52,0.4074074,0.003698053
1994-12-09,0.0,0.51,-2.4099998,2.8799999,996.8,70.0,5.66,0.44444445,0.0040867357
1994-12-10,0.0,-1.8299999,-7.4199996,1.23,993.5,76.95,4.62,0.4814815,0.0040367288
1994-12-11,0.0,-4.35,-9.139999,1.37,982.60004,83.285,1.7099999,0.5185185,0.0039231316
1994-12-12,3.6000001,-0.16,-6.8199997,1.42,987.2,76.885,6.47,0.5555556,0.0050048735
1994-12-13,3.1000001,-1.01,-2.09,0.63,994.3,71.92,7.04,0.5925926,0.005137022
1994-12-14,2.5,-1.3199999,-2.24,0.22,1007.8,76.07,5.7999997,0.6296296,0.005344287
1994-12-15,0.0,-5.95,-10.7,-1.25,1015.3,73.155,3.01,0.6666667,0.004578985
1994-12-16,0.0,-9.12,-12.719999,-5.0699997,1009.9,76.63,2.6,0.7037037,0.0041382476
1994-12-17,0.0,-10.44,-13.889999,-6.3199997,1014.10004,89.310005,1.88,0.7407407,0.0040471577
1994-12-18,0.0,-6.91,-14.91,-2.71,1001.60004,80.53,1.9,0.7777778,0.005147437
1994-12-19,3.1000001,-1.89,-7.06,0.45999998,992.0,87.62,1.42,0.8148148,0.006820676
1994-12-20,0.0,-6.69,-9.59,-0.78999996,993.2,86.69,1.31,0.8518519,0.00573241
1994-12-21,2.8,-6.6099997,-13.9,-0.19,1002.7,84.575005,3.1299999,0.8888889,0.0059651835
1994-12-22,0.0,-2.4099998,-4.9,0.07,1011.10004,71.215004,4.98,0.9259259,0.007490591
1994-12-23,2.9,0.75,-1.87,3.6699998,996.5,74.595,8.309999,0.962963,0.008938631
1994-12-24,1.3000001,-1.15,-3.25,0.14,992.7,85.315,4.23,1.0,0.008627799
1994-12-25,8.900001,-1.81,-3.6699998,1.62,986.9,84.815,2.26,1.037037,0.008738099
1994-12-26,0.0,-1.6899999,-4.71,3.21,977.7,69.355,2.07,1.074074,0.009148623
1994-12-27,0.0,-8.34,-13.45,-0.71999997,974.5,87.785,1.25,1.1111112,0.0069811977
1994-12-28,0.0,-8.62,-13.75,-4.89,979.3,79.525,1.86,1.1481482,0.0070864325
1994-12-29,1.7,-9.75,-15.219999,-4.54,979.4,80.41,2.1699998,1.1851852,0.0068964497
1994-12-30,0.0,-13.309999,-16.76,-10.23,973.3,83.195,2.6,1.2222222,0.005866457
1994-12-31,0.0,-12.33,-16.33,-10.49,979.2,89.6,1.9,1.2592592,0.0063631893
1995-01-01,0.0,-14.29,-17.359999,-10.679999,996.8,90.15,1.9799999,1.2962962,0.005763801
1995-01-02,0.0,-16.05,-17.94,-12.219999,1014.7,89.200005,2.02,1.3333334,0.0052488865
1995-01-03,2.5,-10.04,-16.449999,-8.23,1016.7,92.12308,1.03,1.3703704,0.0076362533
1995-01-04,0.0,-0.19999999,-9.599999,1.66,1012.5,86.861115,2.37,1.4074074,0.012467459
1995-01-05,0.0,1.4699999,-0.14999999,2.26,1006.2,82.4,3.87,1.4444444,0.013702892
1995-01-06,0.0,-8.17,-11.08,1.9,1006.9,77.49,1.5,1.4814814,0.009170607
1995-01-07,0.0,-5.93,-11.92,1.1999999,1004.7,79.415,1.9699999,1.5185186,0.010515903
1995-01-08,2.0,-0.53999996,-2.79,2.28,991.10004,84.990005,3.1,1.5555556,0.01377049
1995-01-09,0.0,-5.42,-8.15,-0.35,982.5,75.555,3.24,1.5925926,0.011471883
1995-01-10,0.0,-10.17,-12.719999,-5.17,989.4,90.669235,1.91,1.6296296,0.009203176
1995-01-11,0.0,-8.21,-12.0199995,-6.47,1004.2,92.738464,2.73,1.6666666,0.010315886
1995-01-12,0.0,-14.719999,-19.289999,-7.0899997,1020.10004,91.405556,1.68,1.7037038,0.0072463057
1995-01-13,0.0,-10.19,-21.65,-0.53,1005.9,76.07,3.35,1.7407408,0.009699396
1995-01-14,1.4,1.4499999,-6.31,6.06,987.2,79.31,3.4099998,1.7777778,0.017038496
1995-01-15,1.4,-4.5699997,-7.02,-1.62,996.2,79.3,2.53,1.8148148,0.013470565
1995-01-16,0.7,-3.82,-7.54,-0.87,995.4,87.3,2.61,1.8518518,0.014227126
1995-01-17,0.0,2.1599998,-2.97,5.69,997.9,78.2,2.6599998,1.8888888,0.018471647
1995-01-18,0.0,-0.52,-4.73,3.37,1007.10004,70.51,2.78,1.925926,0.016897744
1995-01-19,0.0,-1.66,-4.0299997,1.9,1018.8,58.435,2.1,1.962963,0.016315721
1995-01-20,0.0,-2.8899999,-7.27,-1.15,1016.3,63.585,3.46,2.0,0.015794456
1995-01-21,0.0,-3.12,-7.6499996,-0.19999999,1010.8,71.36,3.57,1.0,0.007845598
1995-01-22,0.0,-8.57,-10.0,-3.75,1005.60004,78.475,3.49,3.0,0.018210454
1995-01-23,0.0,-13.7,-16.699999,-8.559999,990.3,72.985,2.58,2.0,0.009256687
1995-01-24,0.0,-10.19,-13.5,-8.21,973.2,65.91,3.47,3.0,0.017133422
1995-01-25,0.0,-10.03,-10.49,-9.12,974.4,64.865,2.6299999,2.0,0.011509637
1995-01-26,0.0,-14.21,-16.89,-10.13,984.0,79.105,1.64,2.0,0.009027757
1995-01-27,0.0,-17.74,-19.539999,-15.41,989.7,86.8,2.32,2.0,0.007221586
1995-01-28,0.0,-19.73,-21.64,-17.02,986.2,90.244446,1.66,6.0,0.019063195
1995-01-29,1.2,-18.72,-23.72,-14.7,992.7,83.67,2.12,5.0,0.016894668
1995-01-30,0.0,-16.81,-23.51,-11.46,1007.10004,75.76,1.79,3.0,0.011329578
1995-01-31,0.0,-11.87,-25.64,-4.2599998,999.10004,67.035,5.87,3.0,0.0153183
1995-02-01,0.7,-5.98,-12.75,-3.4199998,976.9,67.340004,2.4299998,6.0,0.042258926
1995-02-02,1.4,-6.3599997,-9.0,-2.9099998,988.0,73.745,6.96,6.0,0.041176617
1995-02-03,1.0,-8.98,-11.36,-7.16,994.9,72.935,3.76,3.0,0.01796754
1995-02-04,2.0,-8.78,-11.88,-7.3599997,980.10004,89.505005,1.18,2.0,0.012235798
1995-02-05,0.90000004,-6.89,-11.92,-4.23,991.3,75.115,3.9599998,5.0,0.03336442
1995-02-06,0.8,-8.7,-12.74,-2.1499999,965.8,81.835,2.78,8.0,0.049669873
1995-02-07,0.8,-8.0199995,-10.969999,-6.3199997,972.0,78.53,3.04,9.0,0.05757552
1995-02-08,1.3000001,-7.37,-9.179999,-6.54,967.5,75.935,6.2,4.0,0.026517903
1995-02-09,0.0,-3.08,-6.71,-2.1,969.8,76.455,6.47,3.0,0.024215614
1995-02-10,0.0,-7.22,-9.16,-2.8999999,981.10004,74.37,3.76,4.0,0.026453784
1995-02-11,0.0,-11.639999,-15.96,-7.48,990.60004,86.185005,2.3799999,17.0,0.08850734
1995-02-12,0.0,-19.699999,-23.16,-9.5,999.10004,84.880005,1.56,3.0,0.009445109
1995-02-13,0.0,-15.889999,-22.46,-11.05,994.2,71.520004,1.9,6.0,0.024258258
1995-02-14,0.0,-18.43,-22.859999,-14.53,1002.8,88.69,1.09,14.0,0.04780341
1995-02-15,0.0,-8.889999,-16.609999,-4.37,992.10004,85.375,3.35,4.0,0.0241185
1995-02-16,0.0,-3.24,-7.56,-0.31,982.2,81.715004,3.09,5.0,0.03975401
1995-02-17,0.0,-3.99,-8.13,-0.76,981.9,77.145004,2.33,14.0,0.10770393
1995-02-18,0.0,-6.37,-9.34,-0.69,987.60004,86.91,1.77,10.0,0.06861389
1995-02-19,0.0,-9.94,-13.0199995,-7.6499996,991.9,92.670006,1.74,12.0,0.068478845
1995-02-20,0.0,-13.44,-16.66,-8.86,994.0,82.936844,2.3,17.0,0.0796537
1995-02-21,0.0,-12.03,-15.13,-9.349999,996.2,92.81429,0.51,11.0,0.055788297
1995-02-22,0.0,-15.66,-17.83,-12.38,995.5,93.807144,0.61,16.0,0.06554351
1995-02-23,0.0,-13.23,-19.869999,-6.58,989.3,78.405,3.1799998,22.0,0.104738906
1995-02-24,0.0,-6.41,-10.55,-3.4399998,974.0,75.585,2.23,18.0,0.12445517
1995-02-25,2.9,-7.5499997,-10.719999,-4.2,974.3,79.155,1.86,21.0,0.13730523
1995-02-26,0.90000004,-9.34,-12.099999,-7.06,983.60004,94.450005,0.97999996,15.0,0.08890648
1995-02-27,0.0,-6.5699997,-13.299999,-1.06,986.7,84.035,5.46,23.0,0.15639374
1995-02-28,0.0,-6.6,-16.31,-2.18,968.7,80.385,3.07,42.0,0.2888397
1995-03-01,0.0,-3.9399998,-7.66,-1.41,971.8,68.01,1.5,50.0,0.38813356
1995-03-02,0.0,-5.16,-10.219999,-1.31,981.2,75.86,1.09,39.0,0.28460252
1995-03-03,0.0,-11.0,-14.38,-6.96,996.5,89.915,0.41,46.0,0.24700469
1995-03-04,0.0,-17.859999,-21.96,-12.809999,1005.8,90.635,1.5699999,47.0,0.16613463
1995-03-05,0.0,-10.87,-18.42,-6.87,999.7,82.05,2.6,55.0,0.29672322
1995-03-06,0.0,-10.61,-15.42,-6.43,1005.3,80.450005,3.26,33.0,0.1798195
1995-03-07,1.2,-8.25,-10.34,-5.73,1010.3,86.935005,5.68,18.0,0.110698275
1995-03-08,0.0,-10.49,-13.94,-5.41,1013.3,78.935,2.03,47.0,0.25624746
1995-03-09,1.2,-6.54,-14.9,-2.1499999,1024.3,78.950005,3.86,21.0,0.1393129
1995-03-10,0.0,-3.11,-4.92,-1.0699999,1026.9,80.39,5.13,50.0,0.38843423
1995-03-11,0.0,-5.48,-11.2,1.6999999,1026.2001,68.685005,2.3,36.0,0.25101626
1995-03-12,0.0,-2.19,-7.12,0.97999996,1015.3,66.935,2.32,33.0,0.26878113
1995-03-13,2.7,4.6,-2.84,6.44,1000.4,73.47,10.92,38.0,0.40427458
1995-03-14,0.0,2.52,0.21,6.43,1000.10004,78.490005,4.35,46.0,0.4552105
1995-03-15,0.0,-1.9,-3.98,2.1499999,999.2,67.305,3.09,37.0,0.30818895
1995-03-16,0.0,-2.85,-4.99,-0.45999998,998.3,66.15,2.25,46.0,0.3681244
1995-03-17,0.0,-2.4099998,-5.37,-0.22,988.60004,70.435,4.8399997,45.0,0.3692932
1995-03-18,0.0,-2.1399999,-3.8799999,0.32999998,986.3,75.66,5.91,40.0,0.3325299
1995-03-19,0.0,-4.88,-5.5299997,-3.46,986.8,91.605,5.62,54.0,0.39767152
1995-03-20,1.1,-6.29,-8.15,-4.0099998,995.7,88.14,1.1,35.0,0.23971526
1995-03-21,0.0,-4.94,-9.0,-2.84,1010.0,86.990005,2.81,62.0,0.4482494
1995-03-22,2.6000001,-8.44,-14.73,-4.11,1005.4,81.315,1.1999999,67.0,0.40948963
1995-03-23,4.2000003,-1.05,-6.39,2.84,986.2,84.485,6.83,50.0,0.43490517
1995-03-24,0.0,-1.92,-3.6999998,1.06,989.0,85.225,1.9399999,87.0,0.7287274
