Date,head
2005-10-23,374.49
2005-10-24,374.49
2005-10-25,374.5
2005-10-26,374.5
2005-10-27,374.5
2005-10-28,374.5
2005-10-29,374.5
2005-10-30,374.5
2005-10-31,374.5
2005-11-01,374.5
2005-11-02,374.5
2005-11-03,374.5
2005-11-04,374.5
2005-11-05,374.51
2005-11-06,374.53
2005-11-07,374.54
2005-11-08,374.55
2005-11-09,374.55
2005-11-10,374.55
2005-11-11,374.53
2005-11-12,374.53
2005-11-13,374.53
2005-11-14,374.53
2005-11-15,374.53
2005-11-16,374.53
2005-11-17,374.53
2005-11-18,374.52
2005-11-19,374.53
2005-11-20,374.53
2005-11-21,374.55
2005-11-22,374.57
2005-11-23,374.59
2005-11-24,374.6
2005-11-25,374.61
2005-11-26,374.62
2005-11-27,374.61
2005-11-28,374.6
2005-11-29,374.59
2005-11-30,374.58
2005-12-01,374.57
2005-12-02,374.57
2005-12-03,374.56
2005-12-04,374.57
2005-12-05,374.6
2005-12-06,374.68
2005-12-07,374.78
2005-12-08,374.85
2005-12-09,374.88
2005-12-10,374.9
2005-12-11,374.88
2005-12-12,374.84
2005-12-13,374.79
2005-12-14,374.76
2005-12-15,374.74
2005-12-16,374.74
2005-12-17,374.78
2005-12-18,374.83
2005-12-19,374.87
2005-12-20,374.9
2005-12-21,374.91
2005-12-22,374.9
2005-12-23,374.88
2005-12-24,374.87
2005-12-25,374.91
2005-12-26,374.98
2005-12-27,375.02
2005-12-28,375.05
2005-12-29,375.06
2005-12-30,375.06
2005-12-31,375.05
2006-01-01,375.01
2006-01-02,374.98
2006-01-03,374.97
2006-01-04,374.96
2006-01-05,374.95
2006-01-06,374.93
2006-01-07,374.91
2006-01-08,374.89
2006-01-09,374.86
2006-01-10,374.84
2006-01-11,374.84
2006-01-12,374.81
2006-01-13,374.77
2006-01-14,374.76
2006-01-15,374.74
2006-01-16,374.72
2006-01-17,374.71
2006-01-18,374.67
2006-01-19,374.68
2006-01-20,374.71
2006-01-21,374.72
2006-01-22,374.75
2006-01-23,374.77
2006-01-24,374.79
2006-01-25,374.79
2006-01-26,374.79
2006-01-27,374.78
2006-01-28,374.75
2006-01-29,374.71
2006-01-30,374.68
2006-01-31,374.65
2006-02-01,374.63
2006-02-02,374.61
2006-02-03,374.6
2006-02-04,374.59
2006-02-05,374.57
2006-02-06,374.56
2006-02-07,374.56
2006-02-08,374.59
2006-02-09,374.63
2006-02-10,374.66
2006-02-11,374.68
2006-02-12,374.7
2006-02-13,374.7
2006-02-14,374.67
2006-02-15,374.63
2006-02-16,374.69
2006-02-17,374.82
2006-02-18,374.91
2006-02-19,374.96
2006-02-20,374.98
2006-02-21,375.0
2006-02-22,375.01
2006-02-23,375.01
2006-02-24,374.99
2006-02-25,374.98
2006-02-26,374.96
2006-02-27,374.95
2006-02-28,374.94
2006-03-01,374.93
2006-03-02,374.91
2006-03-03,374.91
2006-03-04,374.99
2006-03-05,375.02
2006-03-06,375.01
2006-03-07,374.99
2006-03-08,374.98
2006-03-09,375.05
2006-03-10,375.19
2006-03-11,375.21
2006-03-12,375.2
2006-03-13,375.49
2006-03-14,375.73
2006-03-15,375.66
2006-03-16,375.55
2006-03-17,375.42
2006-03-18,375.31
2006-03-19,375.24
2006-03-20,375.17
2006-03-21,375.11
2006-03-22,375.09
2006-03-23,375.09
2006-03-24,375.1
2006-03-25,375.09
2006-03-26,375.11
2006-03-27,375.19
2006-03-28,375.25
2006-03-29,375.35
2006-03-30,375.44
2006-03-31,375.53
2006-04-01,375.51
2006-04-02,375.5
2006-04-03,375.45
2006-04-04,375.41
2006-04-05,375.38
2006-04-06,375.33
2006-04-07,375.29
2006-04-08,375.25
2006-04-09,375.2
2006-04-10,375.19
2006-04-11,375.3
2006-04-12,375.34
2006-04-13,375.35
2006-04-14,375.36
2006-04-15,375.34
2006-04-16,375.3
2006-04-17,375.28
2006-04-18,375.26
2006-04-19,375.24
2006-04-20,375.22
2006-04-21,375.19
2006-04-22,375.16
2006-04-23,375.13
2006-04-24,375.11
2006-04-25,375.09
2006-04-26,375.09
2006-04-27,375.1
2006-04-28,375.12
2006-04-29,375.14
2006-04-30,375.15
2006-05-01,375.14
2006-05-02,375.11
2006-05-03,375.08
2006-05-04,375.05
2006-05-05,375.04
2006-05-06,375.02
2006-05-07,374.99
2006-05-08,374.97
2006-05-09,374.95
2006-05-10,374.93
2006-05-11,374.92
2006-05-12,374.9
2006-05-13,374.89
2006-05-14,374.88
2006-05-15,374.87
2006-05-16,374.87
2006-05-17,374.88
2006-05-18,374.91
2006-05-19,374.94
2006-05-20,374.96
2006-05-21,374.94
2006-05-22,374.92
2006-05-23,374.89
2006-05-24,374.87
2006-05-25,374.85
2006-05-26,374.84
2006-05-27,374.85
2006-05-28,374.87
2006-05-29,374.92
2006-05-30,374.98
2006-05-31,375.06
2006-06-01,375.12
2006-06-02,375.13
2006-06-03,375.13
2006-06-04,375.11
2006-06-05,375.09
2006-06-06,375.06
2006-06-07,375.03
2006-06-08,375.0
2006-06-09,374.97
2006-06-10,374.94
2006-06-11,374.91
2006-06-12,374.89
2006-06-13,374.86
2006-06-14,374.84
2006-06-15,374.82
2006-06-16,374.8
2006-06-17,374.79
2006-06-18,374.78
2006-06-19,374.78
2006-06-20,374.78
2006-06-21,374.76
2006-06-22,374.76
2006-06-23,374.78
2006-06-24,374.77
2006-06-25,374.75
2006-06-26,374.73
2006-06-27,374.71
2006-06-28,374.7
2006-06-29,374.71
2006-06-30,374.72
2006-07-01,374.71
2006-07-02,374.7
2006-07-03,374.68
2006-07-04,374.66
2006-07-05,374.64
2006-07-06,374.63
2006-07-07,374.62
2006-07-08,374.63
2006-07-09,374.66
2006-07-10,374.66
2006-07-11,374.65
2006-07-12,374.63
2006-07-13,374.61
2006-07-14,374.62
2006-07-15,374.61
2006-07-16,374.6
2006-07-17,374.58
2006-07-18,374.57
2006-07-19,374.55
2006-07-20,374.54
2006-07-21,374.52
2006-07-22,374.51
2006-07-23,374.5
2006-07-24,374.5
2006-07-25,374.5
2006-07-26,374.5
2006-07-27,374.5
2006-07-28,374.49
2006-07-29,374.49
2006-07-30,374.49
2006-07-31,374.49
2006-08-01,374.51
2006-08-02,374.52
2006-08-03,374.52
2006-08-04,374.52
2006-08-05,374.52
2006-08-06,374.52
2006-08-07,374.54
2006-08-08,374.54
2006-08-09,374.53
2006-08-10,374.51
2006-08-11,374.51
2006-08-12,374.54
2006-08-13,374.54
2006-08-14,374.54
2006-08-15,374.54
2006-08-16,374.53
2006-08-17,374.5
2006-08-18,374.47
2006-08-19,374.46
2006-08-20,374.45
2006-08-21,374.45
2006-08-22,374.46
2006-08-23,374.46
2006-08-24,374.46
2006-08-25,374.45
2006-08-26,374.45
2006-08-27,374.46
2006-08-28,374.49
2006-08-29,374.56
2006-08-30,374.64
2006-08-31,374.67
2006-09-01,374.69
2006-09-02,374.69
2006-09-03,374.67
2006-09-04,374.65
2006-09-05,374.62
2006-09-06,374.59
2006-09-07,374.56
2006-09-08,374.53
2006-09-09,374.51
2006-09-10,374.49
2006-09-11,374.47
2006-09-12,374.45
2006-09-13,374.44
2006-09-14,374.43
2006-09-15,374.42
2006-09-16,374.41
2006-09-17,374.4
2006-09-18,374.39
2006-09-19,374.39
2006-09-20,374.38
2006-09-21,374.38
2006-09-22,374.37
2006-09-23,374.36
2006-09-24,374.36
2006-09-25,374.37
2006-09-26,374.38
2006-09-27,374.37
2006-09-28,374.37
2006-09-29,374.37
2006-09-30,374.36
2006-10-01,374.36
2006-10-02,374.36
2006-10-03,374.36
2006-10-04,374.36
2006-10-05,374.38
2006-10-06,374.39
2006-10-07,374.4
2006-10-08,374.41
2006-10-09,374.41
2006-10-10,374.4
2006-10-11,374.38
2006-10-12,374.37
2006-10-13,374.37
2006-10-14,374.37
2006-10-15,374.36
2006-10-16,374.36
2006-10-17,374.35
2006-10-18,374.35
2006-10-19,374.35
2006-10-20,374.35
2006-10-21,374.34
2006-10-22,374.34
2006-10-23,374.34
2006-10-24,374.34
2006-10-25,374.34
2006-10-26,374.34
2006-10-27,374.34
2006-10-28,374.34
2006-10-29,374.35
2006-10-30,374.35
2006-10-31,374.35
2006-11-01,374.34
2006-11-02,374.34
2006-11-03,374.34
2006-11-04,374.34
2006-11-05,374.34
2006-11-06,374.35
2006-11-07,374.35
2006-11-08,374.34
2006-11-09,374.34
2006-11-10,374.34
2006-11-11,374.34
2006-11-12,374.34
2006-11-13,374.35
2006-11-14,374.36
2006-11-15,374.36
2006-11-16,374.37
2006-11-17,374.37
2006-11-18,374.36
2006-11-19,374.36
2006-11-20,374.35
2006-11-21,374.36
2006-11-22,374.36
2006-11-23,374.36
2006-11-24,374.36
2006-11-25,374.36
2006-11-26,374.36
2006-11-27,374.36
2006-11-28,374.35
2006-11-29,374.34
2006-11-30,374.34
2006-12-01,374.34
2006-12-02,374.34
2006-12-03,374.34
2006-12-04,374.34
2006-12-05,374.35
2006-12-06,374.35
2006-12-07,374.35
2006-12-08,374.36
2006-12-09,374.36
2006-12-10,374.39
2006-12-11,374.41
2006-12-12,374.41
2006-12-13,374.41
2006-12-14,374.41
2006-12-15,374.41
2006-12-16,374.41
2006-12-17,374.41
2006-12-18,374.4
2006-12-19,374.39
2006-12-20,374.36
2006-12-21,374.36
2006-12-22,374.36
2006-12-23,374.35
2006-12-24,374.34
2006-12-25,374.34
2006-12-26,374.34
2006-12-27,374.33
2006-12-28,374.33
2006-12-29,374.33
2006-12-30,374.33
2006-12-31,374.33
2007-01-01,374.33
2007-01-02,374.33
2007-01-03,374.36
2007-01-04,374.39
2007-01-05,374.41
2007-01-06,374.43
2007-01-07,374.44
2007-01-08,374.45
2007-01-09,374.47
2007-01-10,374.47
2007-01-11,374.47
2007-01-12,374.47
2007-01-13,374.46
2007-01-14,374.46
2007-01-15,374.46
2007-01-16,374.46
2007-01-17,374.46
2007-01-18,374.45
2007-01-19,374.44
2007-01-20,374.48
2007-01-21,374.55
2007-01-22,374.6
2007-01-23,374.63
2007-01-24,374.64
2007-01-25,374.64
2007-01-26,374.62
2007-01-27,374.58
2007-01-28,374.55
2007-01-29,374.56
2007-01-30,374.61
2007-01-31,374.67
2007-02-01,374.71
2007-02-02,374.72
2007-02-03,374.73
2007-02-04,374.72
2007-02-05,374.7
2007-02-06,374.67
2007-02-07,374.66
2007-02-08,374.65
2007-02-09,374.68
2007-02-10,374.72
2007-02-11,374.74
2007-02-12,374.83
2007-02-13,374.98
2007-02-14,375.05
2007-02-15,375.09
2007-02-16,375.15
2007-02-17,375.18
2007-02-18,375.2
2007-02-19,375.19
2007-02-20,375.15
2007-02-21,375.12
2007-02-22,375.09
2007-02-23,375.05
2007-02-24,375.01
2007-02-25,374.95
2007-02-26,374.89
2007-02-27,374.84
2007-02-28,374.84
2007-03-01,374.93
2007-03-02,375.01
2007-03-03,375.07
2007-03-04,375.11
2007-03-05,375.13
2007-03-06,375.14
2007-03-07,375.14
2007-03-08,375.12
2007-03-09,375.1
2007-03-10,375.08
2007-03-11,375.05
2007-03-12,375.0
2007-03-13,374.94
2007-03-14,374.88
2007-03-15,374.84
2007-03-16,374.79
2007-03-17,374.75
2007-03-18,374.72
2007-03-19,374.7
2007-03-20,374.68
2007-03-21,374.68
2007-03-22,374.68
2007-03-23,374.69
2007-03-24,374.73
2007-03-25,374.77
2007-03-26,374.86
2007-03-27,374.95
2007-03-28,374.97
2007-03-29,374.94
2007-03-30,374.89
2007-03-31,374.86
2007-04-01,374.84
2007-04-02,374.82
2007-04-03,374.8
2007-04-04,374.81
2007-04-05,374.79
2007-04-06,374.77
2007-04-07,374.74
2007-04-08,374.72
2007-04-09,374.69
2007-04-10,374.67
2007-04-11,374.65
2007-04-12,374.64
2007-04-13,374.62
2007-04-14,374.61
2007-04-15,374.59
2007-04-16,374.58
2007-04-17,374.57
2007-04-18,374.56
2007-04-19,374.55
2007-04-20,374.54
2007-04-21,374.53
2007-04-22,374.52
2007-04-23,374.51
2007-04-24,374.51
2007-04-25,374.5
2007-04-26,374.49
2007-04-27,374.48
2007-04-28,374.48
2007-04-29,374.47
2007-04-30,374.46
2007-05-01,374.45
2007-05-02,374.44
2007-05-03,374.44
2007-05-04,374.43
2007-05-05,374.43
2007-05-06,374.43
2007-05-07,374.42
2007-05-08,374.41
2007-05-09,374.42
2007-05-10,374.46
2007-05-11,374.49
2007-05-12,374.49
2007-05-13,374.49
2007-05-14,374.47
2007-05-15,374.45
2007-05-16,374.45
2007-05-17,374.45
2007-05-18,374.45
2007-05-19,374.45
2007-05-20,374.46
2007-05-21,374.45
2007-05-22,374.44
2007-05-23,374.43
2007-05-24,374.42
2007-05-25,374.41
2007-05-26,374.4
2007-05-27,374.4
2007-05-28,374.39
2007-05-29,374.42
2007-05-30,374.53
2007-05-31,374.68
2007-06-01,374.75
2007-06-02,374.78
2007-06-03,374.79
2007-06-04,374.78
2007-06-05,374.76
2007-06-06,374.75
2007-06-07,374.73
2007-06-08,374.69
2007-06-09,374.65
2007-06-10,374.62
2007-06-11,374.6
2007-06-12,374.59
2007-06-13,374.61
2007-06-14,374.63
2007-06-15,374.64
2007-06-16,374.66
2007-06-17,374.72
2007-06-18,374.77
2007-06-19,374.79
2007-06-20,374.79
2007-06-21,374.79
2007-06-22,374.79
2007-06-23,374.79
2007-06-24,374.8
2007-06-25,374.8
2007-06-26,374.8
2007-06-27,374.8
2007-06-28,374.8
2007-06-29,374.8
2007-06-30,374.79
2007-07-01,374.76
2007-07-02,374.72
2007-07-03,374.7
2007-07-04,374.68
2007-07-05,374.67
2007-07-06,374.66
2007-07-07,374.66
2007-07-08,374.68
2007-07-09,374.69
2007-07-10,374.69
2007-07-11,374.68
2007-07-12,374.66
2007-07-13,374.65
2007-07-14,374.64
2007-07-15,374.63
2007-07-16,374.61
2007-07-17,374.59
2007-07-18,374.57
2007-07-19,374.55
2007-07-20,374.55
2007-07-21,374.54
2007-07-22,374.55
2007-07-23,374.58
2007-07-24,374.63
2007-07-25,374.64
2007-07-26,374.64
2007-07-27,374.63
2007-07-28,374.6
2007-07-29,374.58
2007-07-30,374.57
2007-07-31,374.57
2007-08-01,374.55
2007-08-02,374.54
2007-08-03,374.54
2007-08-04,374.53
2007-08-05,374.52
2007-08-06,374.51
2007-08-07,374.5
2007-08-08,374.5
2007-08-09,374.5
2007-08-10,374.51
2007-08-11,374.55
2007-08-12,374.57
2007-08-13,374.59
2007-08-14,374.61
2007-08-15,374.63
2007-08-16,374.62
2007-08-17,374.61
2007-08-18,374.6
2007-08-19,374.59
2007-08-20,374.57
2007-08-21,374.56
2007-08-22,374.54
2007-08-23,374.53
2007-08-24,374.55
2007-08-25,374.57
2007-08-26,374.58
2007-08-27,374.57
2007-08-28,374.55
2007-08-29,374.53
2007-08-30,374.53
2007-08-31,374.52
2007-09-01,374.52
2007-09-02,374.51
2007-09-03,374.5
2007-09-04,374.5
2007-09-05,374.5
2007-09-06,374.51
2007-09-07,374.5
2007-09-08,374.5
2007-09-09,374.49
2007-09-10,374.49
2007-09-11,374.48
2007-09-12,374.48
2007-09-13,374.47
2007-09-14,374.47
2007-09-15,374.46
2007-09-16,374.46
2007-09-17,374.45
2007-09-18,374.45
2007-09-19,374.45
2007-09-20,374.46
2007-09-21,374.46
2007-09-22,374.46
2007-09-23,374.46
2007-09-24,374.45
2007-09-25,374.44
2007-09-26,374.44
2007-09-27,374.46
2007-09-28,374.52
2007-09-29,374.62
2007-09-30,374.69
2007-10-01,374.73
2007-10-02,374.74
2007-10-03,374.74
2007-10-04,374.75
2007-10-05,374.74
2007-10-06,374.72
2007-10-07,374.7
2007-10-08,374.68
2007-10-09,374.66
2007-10-10,374.64
2007-10-11,374.62
2007-10-12,374.61
2007-10-13,374.58
2007-10-14,374.57
2007-10-15,374.56
2007-10-16,374.55
2007-10-17,374.54
2007-10-18,374.53
2007-10-19,374.52
2007-10-20,374.51
2007-10-21,374.51
2007-10-22,374.51
2007-10-23,374.5
2007-10-24,374.5
2007-10-25,374.5
2007-10-26,374.49
2007-10-27,374.49
2007-10-28,374.48
2007-10-29,374.48
2007-10-30,374.48
2007-10-31,374.47
2007-11-01,374.46
2007-11-02,374.45
2007-11-03,374.45
2007-11-04,374.45
2007-11-05,374.45
2007-11-06,374.45
2007-11-07,374.45
2007-11-08,374.45
2007-11-09,374.46
2007-11-10,374.49
2007-11-11,374.62
2007-11-12,374.89
2007-11-13,375.03
2007-11-14,375.11
2007-11-15,375.2
2007-11-16,375.27
2007-11-17,375.33
2007-11-18,375.34
2007-11-19,375.29
2007-11-20,375.22
2007-11-21,375.15
2007-11-22,375.1
2007-11-23,375.05
2007-11-24,375.0
2007-11-25,374.96
2007-11-26,374.93
2007-11-27,374.89
2007-11-28,374.89
2007-11-29,374.89
2007-11-30,374.87
2007-12-01,374.84
2007-12-02,374.82
2007-12-03,374.82
2007-12-04,374.88
2007-12-05,374.95
2007-12-06,374.99
2007-12-07,375.03
2007-12-08,375.08
2007-12-09,375.11
2007-12-10,375.13
2007-12-11,375.14
2007-12-12,375.16
2007-12-13,375.18
2007-12-14,375.19
2007-12-15,375.18
2007-12-16,375.16
2007-12-17,375.13
2007-12-18,375.09
2007-12-19,375.04
2007-12-20,374.99
2007-12-21,374.945
2007-12-22,374.9
2007-12-23,374.86
2007-12-24,374.83
2007-12-25,374.8
2007-12-26,374.78
2007-12-27,374.75
2007-12-28,374.73
2007-12-29,374.72
2007-12-30,374.7
2007-12-31,374.69
2008-01-01,374.68
2008-01-02,374.67
2008-01-03,374.66
2008-01-04,374.65
2008-01-05,374.64
2008-01-06,374.69
2008-01-07,374.84
2008-01-08,374.98
2008-01-09,375.04
2008-01-10,375.05
2008-01-11,375.07
2008-01-12,375.07
2008-01-13,375.04
2008-01-14,375.0
2008-01-15,374.97
2008-01-16,374.93
2008-01-17,374.91
2008-01-18,374.97
2008-01-19,375.06
2008-01-20,375.1
2008-01-21,375.11
2008-01-22,375.11
2008-01-23,375.12
2008-01-24,375.12
2008-01-25,375.1
2008-01-26,375.08
2008-01-27,375.05
2008-01-28,375.0
2008-01-29,374.97
2008-01-30,374.94
2008-01-31,374.9
2008-02-01,374.87
2008-02-02,374.84
2008-02-03,374.82
2008-02-04,374.82
2008-02-05,374.81
2008-02-06,374.8
2008-02-07,374.79
2008-02-08,374.79
2008-02-09,374.79
2008-02-10,374.78
2008-02-11,374.77
2008-02-12,374.76
2008-02-13,374.74
2008-02-14,374.73
2008-02-15,374.71
2008-02-16,374.69
2008-02-17,374.68
2008-02-18,374.67
2008-02-19,374.66
2008-02-20,374.64
2008-02-21,374.63
2008-02-22,374.62
2008-02-23,374.62
2008-02-24,374.62
2008-02-25,374.62
2008-02-26,374.61
2008-02-27,374.61
2008-02-28,374.6
2008-02-29,374.61
2008-03-01,374.74
2008-03-02,374.98
2008-03-03,375.13
2008-03-04,375.21
2008-03-05,375.32
2008-03-06,375.36
2008-03-07,375.31
2008-03-08,375.24
2008-03-09,375.2
2008-03-10,375.17
2008-03-11,375.13
2008-03-12,375.12
2008-03-13,375.13
2008-03-14,375.19
2008-03-15,375.32
2008-03-16,375.4
2008-03-17,375.46
2008-03-18,375.53
2008-03-19,375.56
2008-03-20,375.59
2008-03-21,375.6
2008-03-22,375.55
2008-03-23,375.48
2008-03-24,375.43
2008-03-25,375.39
2008-03-26,375.39
2008-03-27,375.4
2008-03-28,375.37
2008-03-29,375.34
2008-03-30,375.31
2008-03-31,375.29
2008-04-01,375.27
2008-04-02,375.25
2008-04-03,375.22
2008-04-04,375.17
2008-04-05,375.14
2008-04-06,375.12
2008-04-07,375.12
2008-04-08,375.11
2008-04-09,375.12
2008-04-10,375.12
2008-04-11,375.09
2008-04-12,375.08
2008-04-13,375.14
2008-04-14,375.2
2008-04-15,375.23
2008-04-16,375.23
2008-04-17,375.2
2008-04-18,375.16
2008-04-19,375.12
2008-04-20,375.12
2008-04-21,375.15
2008-04-22,375.15
2008-04-23,375.14
2008-04-24,375.13
2008-04-25,375.11
2008-04-26,375.08
2008-04-27,375.06
2008-04-28,375.03
2008-04-29,375.0
2008-04-30,374.97
2008-05-01,374.96
2008-05-02,374.96
2008-05-03,374.95
2008-05-04,374.94
2008-05-05,374.92
2008-05-06,374.89
2008-05-07,374.85
2008-05-08,374.82
2008-05-09,374.8
2008-05-10,374.78
2008-05-11,374.76
2008-05-12,374.74
2008-05-13,374.72
2008-05-14,374.72
2008-05-15,374.7
2008-05-16,374.7
2008-05-17,374.69
2008-05-18,374.69
2008-05-19,374.72
2008-05-20,374.72
2008-05-21,374.7
2008-05-22,374.68
2008-05-23,374.67
2008-05-24,374.66
2008-05-25,374.65
2008-05-26,374.63
2008-05-27,374.62
2008-05-28,374.61
2008-05-29,374.61
2008-05-30,374.6
2008-05-31,374.59
2008-06-01,374.58
2008-06-02,374.57
2008-06-03,374.57
2008-06-04,374.55
2008-06-05,374.56
2008-06-06,374.57
2008-06-07,374.59
2008-06-08,374.6
2008-06-09,374.61
2008-06-10,374.61
2008-06-11,374.61
2008-06-12,374.61
2008-06-13,374.59
2008-06-14,374.57
2008-06-15,374.56
2008-06-16,374.55
2008-06-17,374.55
2008-06-18,374.55
2008-06-19,374.55
2008-06-20,374.54
2008-06-21,374.53
2008-06-22,374.53
2008-06-23,374.52
2008-06-24,374.52
2008-06-25,374.52
2008-06-26,374.52
2008-06-27,374.52
2008-06-28,374.51
2008-06-29,374.51
2008-06-30,374.5
2008-07-01,374.5
2008-07-02,374.49
2008-07-03,374.48
2008-07-04,374.52
2008-07-05,374.56
2008-07-06,374.54
2008-07-07,374.53
2008-07-08,374.52
2008-07-09,374.51
2008-07-10,374.5
2008-07-11,374.49
2008-07-12,374.48
2008-07-13,374.49
2008-07-14,374.51
2008-07-15,374.52
2008-07-16,374.51
2008-07-17,374.48
2008-07-18,374.47
2008-07-19,374.47
2008-07-20,374.46
2008-07-21,374.46
2008-07-22,374.46
2008-07-23,374.46
2008-07-24,374.45
2008-07-25,374.44
2008-07-26,374.44
2008-07-27,374.43
2008-07-28,374.43
2008-07-29,374.43
2008-07-30,374.42
2008-07-31,374.41
2008-08-01,374.41
2008-08-02,374.42
2008-08-03,374.45
2008-08-04,374.46
2008-08-05,374.46
2008-08-06,374.45
2008-08-07,374.44
2008-08-08,374.43
2008-08-09,374.42
2008-08-10,374.42
2008-08-11,374.41
2008-08-12,374.42
2008-08-13,374.44
2008-08-14,374.45
2008-08-15,374.45
2008-08-16,374.46
2008-08-17,374.45
2008-08-18,374.44
2008-08-19,374.43
2008-08-20,374.41
2008-08-21,374.41
2008-08-22,374.41
2008-08-23,374.41
2008-08-24,374.42
2008-08-25,374.41
2008-08-26,374.4
2008-08-27,374.4
2008-08-28,374.4
2008-08-29,374.39
2008-08-30,374.38
2008-08-31,374.38
2008-09-01,374.38
2008-09-02,374.4
2008-09-03,374.4
2008-09-04,374.42
2008-09-05,374.43
2008-09-06,374.45
2008-09-07,374.46
2008-09-08,374.47
2008-09-09,374.47
2008-09-10,374.47
2008-09-11,374.46
2008-09-12,374.45
2008-09-13,374.44
2008-09-14,374.43
2008-09-15,374.42
2008-09-16,374.42
2008-09-17,374.42
2008-09-18,374.42
2008-09-19,374.41
2008-09-20,374.4
2008-09-21,374.39
2008-09-22,374.39
2008-09-23,374.39
2008-09-24,374.39
2008-09-25,374.39
2008-09-26,374.38
2008-09-27,374.38
2008-09-28,374.38
2008-09-29,374.38
2008-09-30,374.38
2008-10-01,374.38
2008-10-02,374.38
2008-10-03,374.39
2008-10-04,374.39
2008-10-05,374.39
2008-10-06,374.4
2008-10-07,374.4
2008-10-08,374.39
2008-10-09,374.39
2008-10-10,374.39
2008-10-11,374.4
2008-10-12,374.4
2008-10-13,374.4
2008-10-14,374.4
2008-10-15,374.4
2008-10-16,374.41
2008-10-17,374.42
2008-10-18,374.43
2008-10-19,374.43
2008-10-20,374.44
2008-10-21,374.44
2008-10-22,374.43
2008-10-23,374.42
2008-10-24,374.42
2008-10-25,374.43
2008-10-26,374.44
2008-10-27,374.45
2008-10-28,374.45
2008-10-29,374.46
2008-10-30,374.47
2008-10-31,374.48
2008-11-01,374.5
2008-11-02,374.53
2008-11-03,374.56
2008-11-04,374.56
2008-11-05,374.54
2008-11-06,374.51
2008-11-07,374.49
2008-11-08,374.48
2008-11-09,374.47
2008-11-10,374.46
2008-11-11,374.46
2008-11-12,374.45
2008-11-13,374.44
2008-11-14,374.44
2008-11-15,374.43
2008-11-16,374.42
2008-11-17,374.42
2008-11-18,374.42
2008-11-19,374.42
2008-11-20,374.42
2008-11-21,374.44
2008-11-22,374.49
2008-11-23,374.52
2008-11-24,374.55
2008-11-25,374.56
2008-11-26,374.55
2008-11-27,374.54
2008-11-28,374.52
2008-11-29,374.51
2008-11-30,374.5
2008-12-01,374.49
2008-12-02,374.49
2008-12-03,374.49
2008-12-04,374.5
2008-12-05,374.52
2008-12-06,374.56
2008-12-07,374.59
2008-12-08,374.62
2008-12-09,374.65
2008-12-10,374.68
2008-12-11,374.69
2008-12-12,374.68
2008-12-13,374.65
2008-12-14,374.64
2008-12-15,374.63
2008-12-16,374.62
2008-12-17,374.62
2008-12-18,374.62
2008-12-19,374.63
2008-12-20,374.67
2008-12-21,374.74
2008-12-22,374.88
2008-12-23,374.98
2008-12-24,375.02
2008-12-25,375.02
2008-12-26,374.99
2008-12-27,374.96
2008-12-28,374.92
2008-12-29,374.88
2008-12-30,374.84
2008-12-31,374.8
2009-01-01,374.77
2009-01-02,374.73
2009-01-03,374.7
2009-01-04,374.67
2009-01-05,374.65
2009-01-06,374.63
2009-01-07,374.62
2009-01-08,374.6
2009-01-09,374.58
2009-01-10,374.57
2009-01-11,374.56
2009-01-12,374.56
2009-01-13,374.6
2009-01-14,374.63
2009-01-15,374.59
2009-01-16,374.55
2009-01-17,374.53
2009-01-18,374.51
2009-01-19,374.51
2009-01-20,374.54
2009-01-21,374.6
2009-01-22,374.66
2009-01-23,374.7
2009-01-24,374.75
2009-01-25,374.81
2009-01-26,374.83
2009-01-27,374.82
2009-01-28,374.79
2009-01-29,374.74
2009-01-30,374.7
2009-01-31,374.66
2009-02-01,374.63
2009-02-02,374.6
2009-02-03,374.58
2009-02-04,374.56
2009-02-05,374.54
2009-02-06,374.53
2009-02-07,374.52
2009-02-08,374.51
2009-02-09,374.5
2009-02-10,374.54
2009-02-11,374.68
2009-02-12,374.76
2009-02-13,374.78
2009-02-14,374.77
2009-02-15,374.72
2009-02-16,374.68
2009-02-17,374.65
2009-02-18,374.63
2009-02-19,374.61
2009-02-20,374.59
2009-02-21,374.57
2009-02-22,374.56
2009-02-23,374.59
2009-02-24,374.69
2009-02-25,374.8
2009-02-26,374.88
2009-02-27,374.97
2009-02-28,375.12
2009-03-01,375.35
2009-03-02,375.44
2009-03-03,375.44
2009-03-04,375.45
2009-03-05,375.44
2009-03-06,375.45
2009-03-07,375.42
2009-03-08,375.4
2009-03-09,375.38
2009-03-10,375.38
2009-03-11,375.41
2009-03-12,375.42
2009-03-13,375.49
2009-03-14,375.54
2009-03-15,375.56
2009-03-16,375.58
2009-03-17,375.57
2009-03-18,375.54
2009-03-19,375.47
2009-03-20,375.39
2009-03-21,375.33
2009-03-22,375.26
2009-03-23,375.21
2009-03-24,375.16
2009-03-25,375.13
2009-03-26,375.13
2009-03-27,375.14
2009-03-28,375.17
2009-03-29,375.22
2009-03-30,375.26
2009-03-31,375.29
2009-04-01,375.31
2009-04-02,375.32
2009-04-03,375.31
2009-04-04,375.28
2009-04-05,375.23
2009-04-06,375.19
2009-04-07,375.13
2009-04-08,375.07
2009-04-09,375.03
2009-04-10,375.0
2009-04-11,374.97
2009-04-12,374.94
2009-04-13,374.91
2009-04-14,374.88
2009-04-15,374.86
2009-04-16,374.84
