time,rr,tg,tn,tx,pp,hu,fg,qq
1996-09-10,0.0,10.23,4.49,14.5199995,1017.9,86.915,2.05,131.0
1996-09-11,0.0,10.86,8.7699995,15.28,1014.8,85.345,1.78,112.0
1996-09-12,5.3,10.679999,7.3999996,14.69,1005.7,80.32,3.23,90.0
1996-09-13,10.900001,7.1499996,4.5299997,9.2699995,1005.7,91.36842,4.5299997,82.0
1996-09-14,4.5,9.48,7.71,11.79,1016.10004,92.94,3.24,77.0
1996-09-15,1.8000001,9.55,8.11,12.2699995,1021.8,88.72,1.4699999,81.0
1996-09-16,0.0,8.809999,5.13,13.69,1023.2,80.12,1.51,155.0
1996-09-17,0.0,6.64,3.6399999,12.719999,1018.4,80.075005,2.18,129.0
1996-09-18,0.0,8.22,0.84999996,11.55,1014.8,80.635,3.47,81.0
1996-09-19,0.0,12.13,3.82,18.92,1009.5,66.525,3.8799999,182.0
1996-09-20,0.0,10.42,4.25,14.99,1006.2,84.23,2.35,86.0
1996-09-21,0.0,10.66,9.2699995,12.73,1004.8,86.5,2.05,79.0
1996-09-22,0.0,12.42,9.75,15.41,1005.4,82.415,2.57,55.0
1996-09-23,2.1000001,10.99,10.46,13.03,1005.9,88.205,2.3999999,40.0
1996-09-24,0.90000004,8.48,7.6099997,11.349999,1010.7,90.545,2.25,62.0
1996-09-25,0.0,7.8199997,4.8399997,13.41,1013.2,85.25,1.4599999,106.0
1996-09-26,0.0,8.55,4.13,15.98,1018.8,85.43,1.29,124.0
1996-09-27,1.5,11.139999,3.33,16.67,1017.2,81.04,2.3899999,105.0
1996-09-28,0.0,10.25,7.8799996,15.299999,1024.1,83.0,3.06,98.0
1996-09-29,0.0,10.48,4.17,13.969999,1025.2001,87.365005,1.63,53.0
1996-09-30,0.0,12.809999,6.54,22.23,1016.60004,77.1,2.03,160.0
1996-10-01,0.0,14.5,5.8799996,23.99,1005.5,70.575,2.4099998,133.0
1996-10-02,0.0,7.69,5.87,13.49,1017.4,85.43,2.61,57.0
1996-10-03,0.0,6.21,1.6999999,15.23,1027.0,80.645004,1.0799999,144.0
1996-10-04,0.0,9.22,-0.099999994,16.15,1020.9,79.725,1.54,112.0
1996-10-05,2.2,7.69,7.1499996,10.05,1015.60004,93.350006,1.49,46.0
1996-10-06,0.0,8.94,5.8599997,10.5,1020.7,87.845,1.87,56.0
1996-10-07,0.0,11.45,9.139999,12.82,1020.10004,84.535,2.83,38.0
1996-10-08,0.0,12.54,9.82,15.0,1016.9,81.405,1.79,40.0
1996-10-09,0.0,11.849999,10.849999,14.57,1018.3,84.025,1.56,37.0
1996-10-10,0.0,11.389999,8.139999,13.98,1022.2,86.1,1.22,46.0
1996-10-11,0.0,9.29,6.06,16.21,1022.10004,84.28,1.92,73.0
1996-10-12,0.0,8.9,4.68,16.41,1018.60004,82.655,1.54,104.0
1996-10-13,0.0,9.53,5.4,18.48,1015.9,78.505005,2.02,130.0
1996-10-14,0.0,8.61,2.4199998,17.119999,1013.0,78.62,1.5899999,124.0
1996-10-15,2.5,11.259999,2.47,16.359999,1009.3,81.76,1.27,74.0
1996-10-16,1.8000001,10.61,9.29,14.13,1004.9,91.65,2.78,35.0
1996-10-17,11.0,7.2999997,6.8399997,9.09,1010.4,92.415,2.9299998,27.0
1996-10-18,1.4,6.3599997,4.5899997,10.45,1016.3,89.405,1.7199999,59.0
1996-10-19,4.6,8.28,2.49,11.32,1018.8,91.58,3.04,41.0
1996-10-20,14.8,8.59,3.54,9.82,1023.10004,93.57648,4.27,32.0
1996-10-21,5.5,11.219999,8.75,13.099999,1017.8,91.060005,4.5099998,31.0
1996-10-22,0.0,7.08,5.0899997,11.4,1026.8,80.46,2.4099998,95.0
1996-10-23,0.0,3.9399998,-1.02,12.95,1028.9,80.985,1.86,117.0
1996-10-24,0.0,4.11,-1.8199999,11.79,1027.5,80.28,2.4299998,111.0
1996-10-25,0.0,2.9099998,-1.18,10.5,1026.2001,84.595,2.29,108.0
1996-10-26,0.0,7.47,0.56,10.179999,1027.7001,93.170006,1.3,59.0
1996-10-27,0.0,7.94,6.7599998,9.25,1024.5,92.805,1.86,57.0
1996-10-28,0.0,12.09,7.3599997,16.5,1013.60004,77.045,3.02,71.0
1996-10-29,2.8,8.83,7.0499997,14.309999,1008.4,81.995,5.7799997,67.0
1996-10-30,0.0,6.1299996,5.33,7.7599998,1026.0,70.455,5.27,56.0
1996-10-31,2.7,3.7099998,1.9599999,10.44,1025.9,77.87,2.44,78.0
1996-11-01,3.5,9.79,1.7099999,11.17,1023.0,90.94,4.73,25.0
1996-11-02,0.0,10.29,7.33,11.92,1029.1,81.840004,3.28,41.0
1996-11-03,0.0,8.849999,6.54,15.17,1025.1,84.94,1.9399999,74.0
1996-11-04,0.0,7.73,4.41,15.4,1017.4,85.32,1.9,82.0
1996-11-05,0.0,7.91,2.9299998,11.98,1013.8,80.5,3.46,50.0
1996-11-06,0.0,8.95,1.91,11.24,1018.5,70.705,4.2,64.0
1996-11-07,16.300001,9.62,8.15,11.88,1012.60004,82.93,4.71,28.0
1996-11-08,2.8,5.15,3.6799998,7.85,1025.0,88.35,3.8999999,48.0
1996-11-09,0.0,3.9299998,1.8499999,9.84,1029.8,83.565,2.3899999,64.0
1996-11-10,0.0,3.9399998,-0.7,6.43,1019.4,86.135,1.76,33.0
1996-11-11,0.0,5.35,1.3199999,9.63,1004.4,88.82,2.54,54.0
1996-11-12,0.0,6.44,2.46,11.139999,1001.3,89.065,1.76,33.0
1996-11-13,5.0,6.47,3.07,8.639999,1008.7,94.063644,2.2,27.0
1996-11-14,2.1000001,3.1399999,2.25,6.5099998,1019.2,85.935,2.8999999,28.0
1996-11-15,0.0,3.54,1.8299999,4.0,1021.4,88.770004,2.48,17.0
1996-11-16,0.0,3.21,2.9299998,4.27,1023.2,91.600006,1.2099999,20.0
1996-11-17,0.0,2.52,1.5799999,3.04,1013.4,92.75556,1.26,18.0
1996-11-18,2.2,3.01,1.28,4.88,999.4,89.615005,3.3,19.0
1996-11-19,1.3000001,2.22,0.89,4.83,999.10004,86.945,3.6399999,48.0
1996-11-20,2.0,4.68,1.05,6.5,991.5,82.18,3.4199998,30.0
1996-11-21,1.9,1.73,0.089999996,5.22,1005.0,80.375,5.0899997,53.0
1996-11-22,0.0,-1.22,-3.82,3.07,1015.5,85.9,1.51,56.0
1996-11-23,1.3000001,-2.6299999,-6.6,-1.22,1014.7,90.475006,1.79,39.0
1996-11-24,0.0,-1.86,-3.37,0.62,1023.5,87.66,3.52,37.0
1996-11-25,4.3,-1.11,-4.7599998,0.19,1009.5,88.93,2.6699998,31.0
1996-11-26,2.7,1.7199999,-0.21,3.1699998,1003.8,94.450005,1.93,20.0
1996-11-27,0.0,-0.96,-2.81,2.1299999,1008.9,87.950005,2.21,26.0
1996-11-28,0.0,-1.12,-3.75,0.26,1012.2,87.905,2.19,17.0
1996-11-29,11.2,0.35999998,-2.26,1.15,1011.3,83.045,4.02,39.0
1996-11-30,4.1,0.42,-0.79999995,2.74,1002.10004,91.665,2.77,28.0
1996-12-01,1.4,-0.26,-1.41,1.54,1017.9,89.23,3.01,29.0
1996-12-02,8.5,1.54,-2.82,2.3999999,1013.60004,90.395004,3.97,31.0
1996-12-03,0.0,1.49,0.29,4.02,1015.5,88.380005,3.28,41.0
1996-12-04,0.0,-0.37,-3.1899998,6.5899997,1013.3,85.08,2.36,61.0
1996-12-05,0.0,-1.91,-4.5,0.71999997,1018.7,93.276474,1.37,43.0
1996-12-06,0.0,-1.93,-2.6499999,-0.56,1022.0,94.700005,1.81,21.0
1996-12-07,0.0,-1.76,-2.6499999,-1.25,1027.2001,93.37501,1.75,19.0
1996-12-08,0.0,-2.4199998,-3.36,-1.3299999,1029.3,92.205,2.3,17.0
1996-12-09,0.0,-1.4599999,-2.74,-1.01,1023.7,91.1,2.4099998,24.0
1996-12-10,0.0,-1.75,-5.18,2.07,1017.9,88.715004,1.76,32.0
1996-12-11,0.0,-1.93,-5.43,-1.09,1018.3,94.200005,1.3,21.0
1996-12-12,0.0,-2.11,-2.47,-1.23,1016.4,,1.53,27.0
1996-12-13,1.7,0.29999998,-2.8799999,1.4399999,1004.9,94.825005,1.87,16.0
1996-12-14,0.0,0.0,-0.25,1.27,1006.5,89.17,2.06,16.0
1996-12-15,0.0,0.29,-5.33,2.21,1016.3,86.495,3.36,33.0
1996-12-16,0.0,0.97999996,0.82,2.35,1019.8,91.740005,1.54,35.0
1996-12-17,5.8,1.0699999,-0.48999998,1.7199999,1016.8,92.72,1.9699999,24.0
1996-12-18,1.2,3.6,1.22,5.24,1011.2,94.700005,1.43,23.0
1996-12-19,3.1000001,2.47,0.26999998,3.87,1005.7,94.700005,1.3199999,18.0
1996-12-20,6.8,1.9499999,0.69,4.23,1004.3,93.67059,2.1499999,16.0
1996-12-21,0.0,-1.3299999,-1.99,0.5,1014.8,90.075005,3.1599998,23.0
1996-12-22,4.3,-3.6699998,-5.25,-1.68,1017.8,68.115,3.05,28.0
1996-12-23,11.3,-4.14,-5.0699997,-2.69,1005.2,89.005005,3.24,15.0
1996-12-24,0.0,-8.23,-10.17,-4.96,1010.0,81.445,3.1,32.0
1996-12-25,0.0,-9.15,-15.219999,-5.5099998,1019.5,80.590004,1.51,52.0
1996-12-26,0.0,-10.48,-14.179999,-6.73,1040.1,76.855,1.79,54.0
1996-12-27,0.0,-13.759999,-18.57,-10.11,1035.2001,76.3,2.18,27.0
1996-12-28,0.0,-13.99,-18.09,-8.83,1024.0,68.82,2.7,52.0
1996-12-29,0.0,-13.849999,-19.23,-7.96,1019.9,75.815,1.09,61.0
1996-12-30,0.0,-10.57,-13.759999,-8.4,1009.10004,80.82,2.2,31.0
1996-12-31,0.0,-13.34,-15.48,-9.71,1017.2,77.07,2.3999999,34.0
1997-01-01,0.0,-8.84,-15.759999,-7.45,1020.4,75.85,2.2,23.0
1997-01-02,0.0,-7.5699997,-12.16,-6.68,1021.60004,83.43,2.47,27.0
1997-01-03,0.0,-5.62,-7.7999997,-3.21,1011.4,86.61,2.26,34.0
1997-01-04,0.0,-2.8999999,-6.3999996,-1.66,1003.0,90.56,2.3999999,17.0
1997-01-05,0.0,-3.47,-4.35,-1.87,1011.7,86.785,1.05,17.0
1997-01-06,0.0,-4.24,-7.22,-2.81,1019.2,87.155,1.81,18.0
1997-01-07,0.0,-9.36,-10.53,-3.72,1021.3,85.990005,2.02,28.0
1997-01-08,0.0,-6.46,-10.59,-5.62,1015.60004,92.665,2.0,20.0
1997-01-09,0.0,-4.46,-6.74,-3.6399999,1009.0,88.995,1.24,20.0
1997-01-10,0.0,-4.0099998,-4.41,-3.1999998,1017.8,90.725,1.01,19.0
1997-01-11,0.0,-3.3999999,-4.5299997,-2.61,1028.7001,85.375,0.83,17.0
1997-01-12,0.0,-4.8199997,-5.41,-3.55,1034.0,88.945,1.4499999,29.0
1997-01-13,0.0,-7.18,-8.139999,-4.7999997,1032.8,90.885,1.13,44.0
1997-01-14,0.0,-9.059999,-10.46,-4.62,1032.2001,88.43,1.25,52.0
1997-01-15,0.0,-8.23,-10.95,-3.57,1031.1,84.58,1.01,60.0
1997-01-16,0.0,-7.64,-12.099999,-0.06,1028.8,82.505005,0.57,62.0
1997-01-17,0.0,-9.94,-12.69,-4.7799997,1024.8,89.405,1.16,57.0
1997-01-18,0.0,-4.94,-11.849999,-2.9199998,1024.1,88.345,1.24,40.0
1997-01-19,0.8,-1.9699999,-7.45,0.84,1018.4,88.26,1.35,26.0
1997-01-20,0.0,0.87,-2.07,2.5,1021.8,94.700005,1.23,22.0
1997-01-21,0.0,1.05,-0.45999998,5.65,1030.9,90.36,2.45,32.0
1997-01-22,0.0,-0.37,-1.74,1.1,1028.4,93.65385,2.1,32.0
1997-01-23,0.0,0.41,-0.41,2.6499999,1028.4,91.89,1.5999999,23.0
1997-01-24,0.0,0.59999996,-1.8499999,4.83,1029.7001,89.705,0.78999996,39.0
1997-01-25,0.0,2.7,-1.5699999,6.3399997,1032.6,88.315,1.27,25.0
1997-01-26,0.0,-0.69,-2.3899999,1.9599999,1029.7001,87.155,2.1599998,34.0
1997-01-27,0.0,0.41,-2.6699998,1.3299999,1031.2001,93.97778,1.5,27.0
1997-01-28,0.0,-0.41,-1.0699999,0.37,1037.4,88.54,1.5799999,39.0
1997-01-29,0.0,0.47,-1.28,1.78,1041.0,86.015,1.11,22.0
1997-01-30,0.0,-1.18,-2.54,0.38,1038.5,79.855,1.18,31.0
1997-01-31,0.0,-0.69,-2.52,0.45999998,1034.4,87.07,1.9399999,25.0
1997-02-01,0.0,-1.4399999,-4.2799997,3.8899999,1033.0,75.735,1.3399999,60.0
1997-02-02,0.0,-4.2999997,-8.86,2.78,1030.3,71.97,1.4399999,83.0
1997-02-03,0.0,-2.61,-7.58,-1.9,1030.3,90.315,1.61,35.0
1997-02-04,0.0,-0.37,-2.8999999,0.87,1026.5,90.925,2.06,38.0
1997-02-05,1.9,3.01,-0.25,5.41,1018.8,80.325005,3.9399998,25.0
1997-02-06,0.0,-0.13,-2.33,4.87,1035.7001,81.01,2.09,86.0
1997-02-07,0.0,-0.37,-5.47,8.429999,1034.0,79.72,1.77,100.0
1997-02-08,0.0,1.4399999,-5.25,10.599999,1034.4,77.185,1.42,81.0
1997-02-09,0.0,1.68,-2.1599998,11.12,1031.1,79.82,1.4399999,96.0
1997-02-10,0.0,2.37,-4.3399997,11.46,1025.1,75.28,1.91,100.0
1997-02-11,5.5,3.26,0.63,7.98,1023.10004,78.835,3.22,62.0
1997-02-12,6.4,8.29,0.56,9.79,1014.4,83.3,5.56,36.0
1997-02-13,2.9,4.85,2.5,10.19,1003.9,75.315,7.3599997,60.0
1997-02-14,7.4,1.88,0.84,4.7599998,1006.7,80.805,4.12,63.0
1997-02-15,0.0,1.11,-0.04,3.04,1013.2,88.185005,2.45,40.0
1997-02-16,0.0,0.01,-1.42,4.88,1026.6,87.775,1.8199999,75.0
1997-02-17,0.0,1.67,-3.35,4.33,1025.4,86.240005,2.21,54.0
1997-02-18,7.4,3.1899998,-1.39,6.72,1019.60004,91.880005,4.31,31.0
1997-02-19,0.0,1.25,-0.53,4.66,1027.1,75.75,5.12,85.0
1997-02-20,0.0,6.3199997,-0.64,8.97,1023.10004,61.565002,5.8399997,113.0
1997-02-21,0.0,7.29,1.88,9.0,1027.6,67.575005,5.1,49.0
1997-02-22,0.0,5.99,2.9099998,12.42,1029.9,78.62,2.97,100.0
1997-02-23,0.0,5.3199997,-1.31,13.09,1020.3,79.535,1.5799999,117.0
1997-02-24,0.0,8.76,0.42,12.509999,1011.8,73.41,2.9399998,76.0
1997-02-25,11.2,10.73,7.94,15.12,1006.5,73.04,6.72,52.0
1997-02-26,15.5,6.74,4.1,10.69,1011.3,72.815,6.24,94.0
1997-02-27,1.5,4.3399997,2.08,6.23,1030.2001,83.08,5.18,68.0
1997-02-28,0.0,3.74,-0.89,11.23,1035.4,74.835,2.21,127.0
1997-03-01,0.0,5.42,-1.22,14.009999,1029.2001,76.74,2.11,116.0
1997-03-02,0.0,7.81,-1.05,17.34,1026.3,73.020004,2.18,153.0
1997-03-03,4.2000003,5.89,3.3899999,8.76,1033.0,90.715004,2.09,42.0
1997-03-04,2.6000001,7.0699997,4.69,8.12,1033.4,94.325005,1.81,49.0
1997-03-05,6.8,7.3399997,5.0899997,9.03,1028.2001,92.31053,1.76,55.0
1997-03-06,0.90000004,5.8399997,5.5699997,6.95,1031.7001,91.92,2.27,54.0
1997-03-07,0.0,5.39,2.8999999,9.46,1034.5,87.490005,2.2,84.0
1997-03-08,0.0,4.18,-2.04,12.82,1035.5,70.575005,2.06,150.0
1997-03-09,0.0,6.25,-0.39999998,16.6,1035.8,64.6,2.27,176.0
1997-03-10,0.0,5.71,-1.77,15.45,1035.5,75.435,1.48,175.0
1997-03-11,0.0,6.83,-1.63,17.369999,1033.8,73.565,1.42,171.0
1997-03-12,0.0,6.5099998,-1.11,15.75,1030.7001,77.135,1.62,175.0
1997-03-13,0.0,6.6099997,0.59,10.94,1027.7001,81.53,2.8899999,83.0
1997-03-14,0.0,6.46,0.02,12.969999,1022.8,82.155,2.9399998,115.0
1997-03-15,1.8000001,7.8999996,6.19,9.5,1023.7,81.305,4.2,46.0
1997-03-16,4.3,9.37,7.37,9.62,1023.2,89.520004,5.35,46.0
1997-03-17,0.0,8.36,7.29,11.48,1023.0,74.76,5.3599997,84.0
1997-03-18,1.2,6.68,3.58,10.469999,1016.8,80.675,2.56,122.0
1997-03-19,5.7000003,4.81,3.4199998,6.85,1004.7,80.37,4.81,62.0
1997-03-20,6.8,1.0799999,0.29999998,5.17,1015.4,90.285,3.6999998,43.0
1997-03-21,5.0,1.6899999,-1.23,3.85,1019.9,92.99412,2.9299998,79.0
1997-03-22,0.0,0.47,-1.16,4.8199997,1026.2001,78.9,2.06,131.0
1997-03-23,3.4,1.91,-4.45,5.87,1017.8,82.485,2.29,90.0
1997-03-24,0.0,4.0699997,1.35,5.69,1011.10004,92.268425,1.4499999,69.0
1997-03-25,2.1000001,4.02,2.34,7.02,1015.7,92.085,1.7199999,68.0
1997-03-26,2.2,6.3799996,2.8899999,10.46,1021.9,83.14,1.61,99.0
1997-03-27,2.8,8.34,4.7799997,12.71,1018.9,83.925,4.5699997,105.0
1997-03-28,6.6,5.92,2.37,10.46,1011.8,75.64,6.17,133.0
1997-03-29,2.7,3.01,0.64,5.74,1017.9,86.12,5.5299997,130.0
1997-03-30,0.0,3.3999999,0.22,5.31,1024.7001,87.695,2.81,85.0
1997-03-31,0.0,5.19,0.72999996,10.86,1027.2001,82.015,1.55,161.0
1997-04-01,0.0,6.5499997,0.53999996,11.849999,1022.8,74.01,1.24,220.0
1997-04-02,0.0,9.5199995,0.89,18.75,1018.8,72.85,1.39,229.0
1997-04-03,0.0,10.349999,3.04,16.96,1012.10004,64.01,4.0099998,198.0
1997-04-04,0.0,3.85,1.7099999,9.57,1019.0,63.155003,5.69,183.0
1997-04-05,9.2,4.45,-0.03,6.14,1017.7,86.275,5.54,57.0
1997-04-06,0.0,3.8899999,3.11,8.38,1020.10004,61.24,5.27,169.0
1997-04-07,0.0,1.22,-2.8999999,6.99,1033.8,55.545002,2.2,254.0
1997-04-08,0.0,2.73,-5.13,10.33,1032.6,56.38,2.76,257.0
1997-04-09,0.0,7.27,-2.7,14.42,1030.8,58.605,1.1,226.0
1997-04-10,0.0,9.01,-1.04,17.09,1028.4,59.605,2.3999999,233.0
1997-04-11,3.2,6.0499997,2.26,13.429999,1019.10004,65.630005,5.43,155.0
1997-04-12,0.0,2.96,-2.6,5.68,1023.60004,71.425,3.6799998,150.0
1997-04-13,0.0,3.4499998,-2.71,9.41,1025.2001,70.23,1.1899999,227.0
1997-04-14,0.0,7.18,-1.22,11.87,1020.9,69.215004,3.12,138.0
1997-04-15,0.0,2.47,2.21,7.41,1020.5,66.98,4.5099998,167.0
1997-04-16,0.0,2.52,-1.31,6.83,1023.10004,55.22,3.1,229.0
1997-04-17,0.0,4.18,-2.26,7.12,1022.5,64.555,1.73,178.0
1997-04-18,0.0,8.13,3.09,15.7,1017.5,62.9,1.68,271.0
1997-04-19,1.0,4.0099998,-0.16,9.79,1011.10004,81.35,2.52,126.0
1997-04-20,0.0,1.0699999,-0.14999999,6.44,1014.10004,72.71,3.25,159.0
1997-04-21,0.0,1.99,-4.5499997,7.5099998,1015.2,59.27,2.37,247.0
1997-04-22,0.0,3.78,-5.6099997,9.4,1012.2,57.955,2.08,207.0
1997-04-23,0.0,3.81,-1.04,9.71,1020.2,62.47,1.3299999,239.0
1997-04-24,0.0,7.8599997,-3.48,15.96,1021.0,54.52,2.1,284.0
1997-04-25,2.1000001,9.91,-0.16,17.619999,1017.3,55.59,2.31,223.0
1997-04-26,3.4,10.349999,7.41,15.24,1014.2,79.46,2.6699998,131.0
1997-04-27,8.2,9.03,7.95,11.29,1010.5,89.865,2.56,79.0
1997-04-28,4.7000003,11.67,7.14,15.889999,1013.4,77.64,2.85,144.0
1997-04-29,7.4,9.12,7.94,11.15,1010.4,87.33,3.98,90.0
1997-04-30,1.0,9.24,7.5899997,11.83,1020.4,80.0,3.3,101.0
1997-05-01,0.0,10.07,7.96,15.03,1029.0,72.265,2.01,188.0
1997-05-02,0.0,11.8,2.24,19.85,1027.6,69.135,1.28,306.0
1997-05-03,0.0,15.13,4.02,24.33,1017.0,62.115,2.54,297.0
1997-05-04,0.0,14.98,7.83,19.88,1009.4,74.415,2.83,192.0
1997-05-05,2.3,12.309999,7.75,22.46,998.8,83.935005,3.4499998,206.0
1997-05-06,6.2000003,8.83,6.08,22.88,993.0,85.450005,4.17,211.0
1997-05-07,0.0,4.88,2.31,8.9,1003.60004,74.085,3.52,188.0
1997-05-08,0.0,5.06,-0.84999996,11.179999,1005.7,76.675,3.1899998,164.0
1997-05-09,1.7,5.29,-2.06,11.98,1008.7,83.635,3.53,191.0
1997-05-10,0.0,10.719999,3.51,16.4,1015.3,64.03,3.04,247.0
1997-05-11,0.0,15.429999,4.61,23.75,1014.5,54.895,2.58,278.0
1997-05-12,0.0,15.0,7.46,19.33,1021.4,64.9,2.3,210.0
1997-05-13,0.0,16.369999,11.98,23.029999,1022.10004,74.155,1.55,250.0
1997-05-14,0.0,18.869999,9.53,27.75,1018.5,64.97,1.51,278.0
1997-05-15,0.0,21.14,12.389999,27.73,1016.3,60.99,1.8399999,297.0
1997-05-16,0.0,20.21,12.86,28.06,1013.9,56.15,1.86,309.0
1997-05-17,0.0,19.57,9.75,28.3,1012.8,60.075,1.61,301.0
1997-05-18,2.4,16.59,11.179999,24.019999,1011.10004,75.04,3.1499999,248.0
1997-05-19,0.0,16.6,8.88,23.939999,1011.10004,67.05,1.4499999,306.0
1997-05-20,1.1,15.38,10.88,22.039999,1007.4,70.925,3.07,233.0
1997-05-21,5.0,14.21,9.01,18.13,1009.10004,65.35,3.9199998,262.0
1997-05-22,0.0,10.01,8.849999,13.13,1012.9,81.19,3.59,168.0
1997-05-23,0.0,12.45,5.79,16.07,1017.2,64.615,1.8199999,200.0
1997-05-24,0.0,11.34,5.8799996,16.49,1022.60004,52.68,2.96,242.0
1997-05-25,0.0,11.53,2.7,17.58,1026.0,50.495003,2.9099998,331.0
1997-05-26,0.0,14.2,2.18,18.77,1021.60004,46.935,1.78,273.0
1997-05-27,0.0,12.389999,7.22,17.14,1018.0,55.45,3.51,274.0
1997-05-28,0.0,8.67,7.02,12.25,1024.4,67.85,2.99,229.0
1997-05-29,0.0,12.55,1.62,18.22,1026.3,58.405003,1.8399999,307.0
1997-05-30,0.0,11.01,6.8599997,15.549999,1026.3,56.31,2.85,311.0
1997-05-31,0.0,10.07,3.32,15.2,1024.4,46.135002,3.8,334.0
1997-06-01,0.0,13.21,3.48,18.07,1016.0,57.16,4.69,248.0
1997-06-02,0.0,15.469999,9.61,19.93,1013.2,62.75,3.1899998,199.0
1997-06-03,2.3,11.63,10.059999,15.86,1015.9,84.625,1.4699999,125.0
1997-06-04,0.0,13.49,4.4,21.31,1017.3,65.765,1.5899999,282.0
1997-06-05,0.0,19.689999,6.49,25.289999,1009.3,49.120003,2.07,289.0
1997-06-06,0.0,19.96,12.67,26.66,1010.5,55.15,2.34,273.0
1997-06-07,0.0,19.369999,10.58,25.869999,1014.5,54.73,3.21,314.0
1997-06-08,7.1,18.619999,12.679999,22.539999,1015.4,67.515,2.3,198.0
1997-06-09,0.0,18.619999,10.5199995,23.57,1022.7,62.395,1.66,314.0
1997-06-10,0.0,20.42,10.429999,27.48,1018.8,53.99,1.99,323.0
1997-06-11,0.0,22.75,11.55,29.17,1011.10004,50.635002,2.55,276.0
1997-06-12,0.0,20.55,16.529999,25.029999,1010.10004,61.84,2.4299998,257.0
1997-06-13,0.0,18.279999,12.03,21.71,1008.60004,73.65,1.4599999,182.0
1997-06-14,9.3,17.529999,14.44,23.99,1009.10004,76.2,3.6999998,224.0
1997-06-15,0.0,16.43,13.23,20.06,1017.4,66.635,3.24,256.0
1997-06-16,4.1,18.02,8.83,22.33,1017.9,55.865,1.4,266.0
1997-06-17,1.3000001,14.759999,12.32,19.0,1016.3,78.590004,1.75,177.0
1997-06-18,2.9,11.7699995,8.91,16.4,1016.9,82.64,2.69,176.0
1997-06-19,7.7000003,13.38,4.72,20.1,1010.9,71.18,2.45,230.0
1997-06-20,0.0,12.67,10.17,17.14,1007.7,76.92,3.26,212.0
1997-06-21,24.5,12.84,8.38,16.529999,1006.2,87.755005,1.9799999,119.0
1997-06-22,4.1,9.809999,8.929999,12.3,1007.9,91.833336,2.6499999,133.0
1997-06-23,5.1,13.24,6.8999996,16.279999,1008.8,77.55,3.83,191.0
1997-06-24,2.0,12.55,10.95,16.9,1013.4,78.18,3.36,181.0
1997-06-25,2.0,14.32,8.7699995,18.57,1010.60004,74.825005,1.5899999,208.0
1997-06-26,2.8,13.57,11.03,16.369999,1002.0,89.615005,2.49,135.0
1997-06-27,5.2000003,15.049999,10.8,17.109999,1001.4,87.83,1.81,143.0
1997-06-28,0.0,17.369999,12.599999,22.16,1008.4,80.175,1.18,222.0
1997-06-29,6.2000003,19.43,12.969999,30.349998,1001.9,69.26,2.78,247.0
1997-06-30,0.0,14.75,12.12,20.109999,1004.9,74.415,3.1899998,243.0
1997-07-01,0.0,14.099999,8.47,19.6,1011.5,74.535,2.5,235.0
1997-07-02,1.0,19.98,8.429999,25.72,1012.7,59.105,2.31,298.0
1997-07-03,16.300001,17.73,13.98,22.43,1014.9,77.145004,1.77,189.0
1997-07-04,8.8,14.82,13.54,17.89,1019.2,87.405,1.81,153.0
1997-07-05,10.0,13.48,11.46,14.929999,1018.2,92.850006,1.8499999,86.0
1997-07-06,0.0,13.66,11.759999,18.15,1022.7,77.835,3.27,190.0
1997-07-07,0.0,14.66,11.309999,17.869999,1023.10004,77.135,3.59,163.0
1997-07-08,0.0,16.59,10.19,20.689999,1020.60004,72.49,2.29,269.0
1997-07-09,3.5,15.679999,9.679999,21.31,1017.5,82.385,1.49,297.0
1997-07-10,6.5,17.789999,9.4,24.779999,1013.7,67.57,1.49,278.0
1997-07-11,2.2,16.71,10.219999,22.33,1014.4,78.72,1.4699999,240.0
1997-07-12,0.0,18.029999,10.88,25.359999,1016.0,71.55,1.39,276.0
1997-07-13,2.3,18.039999,13.219999,25.539999,1017.10004,76.445,1.41,278.0
1997-07-14,5.0,17.55,12.38,23.71,1018.60004,80.810005,1.48,175.0
1997-07-15,7.7000003,15.71,13.889999,21.31,1021.10004,83.985,2.1399999,165.0
1997-07-16,0.0,16.91,11.179999,22.67,1018.60004,80.35,0.97999996,260.0
1997-07-17,4.3,20.029999,12.21,26.73,1009.8,70.075005,1.52,248.0
1997-07-18,17.2,16.01,14.24,20.48,1007.9,80.91,3.29,116.0
1997-07-19,36.9,13.69,12.58,15.389999,1014.9,92.41,3.11,95.0
1997-07-20,0.8,14.79,10.17,19.06,1018.8,76.520004,3.07,212.0
1997-07-21,1.6,14.509999,12.219999,15.139999,1017.9,89.37,3.53,90.0
1997-07-22,0.0,16.91,13.509999,22.64,1019.2,80.490005,1.28,239.0
1997-07-23,0.0,17.56,10.8,23.119999,1018.8,80.955,1.29,203.0
1997-07-24,1.4,18.74,11.889999,25.9,1014.9,79.92,1.26,240.0
1997-07-25,6.6,15.719999,14.34,20.31,1012.0,86.55,3.22,119.0
1997-07-26,0.0,15.639999,12.67,19.81,1017.4,75.29,3.54,187.0
1997-07-27,0.0,18.48,10.219999,24.109999,1018.7,74.785,2.79,251.0
1997-07-28,0.0,17.119999,13.92,23.449999,1022.0,69.565,1.37,290.0
1997-07-29,0.0,17.15,9.32,24.43,1020.9,71.555,1.23,271.0
1997-07-30,0.0,18.34,9.429999,26.48,1019.3,66.1,1.05,306.0
